gene_id E15_cpn	E15_corticothal	E15_subcereb	E16_cpn	E16_corticothal	E16_subcereb	E18_cpn	E18_corticothal	E18_subcereb	P1_cpn	P1_corticothal	P1_subcereb	cluster	gene_id	gene_type
2810432L12Rik	8.4767	15.9731	11.2021	11.7132	19.4577	23.6454	20.2999	26.2711	33.9348	26.3644	32.0085	45.757	18	2810432L12Rik	Protein coding
2810474O19Rik	7.86159	6.34558	6.97746	6.52905	5.62943	4.52708	4.92885	5.09619	3.96126	3.45823	3.641	2.10719	19	2810474O19Rik	Protein coding
2900010J23Rik	78.5958	68.3204	72.2867	79.2793	73.2422	88.1274	82.0946	80.5817	109.364	96.3444	99.9837	134.484	18	2900010J23Rik	Protein coding
2900010M23Rik	36.171	28.6639	34.5904	37.5829	33.112	45.3707	43.6997	40.777	59.4633	67.6905	73.5622	96.5366	18	2900010M23Rik	Protein coding
2900011O08Rik	45.1929	70.6026	61.9057	47.8865	68.7457	64.3537	60.3625	80.2531	83.4435	68.2952	88.8226	92.6173	18	2900011O08Rik	Protein coding
2900024O10Rik	1.86638	1.98792	1.27277	1.64253	1.36148	2.82679	2.98815	2.45145	3.20871	6.97342	7.24467	6.9651	17	2900024O10Rik	Protein coding
2900026A02Rik	3.34714	11.9067	9.64855	2.53181	9.83284	4.5363	4.28326	14.4203	7.73187	11.3414	23.9064	13.1318	17	2900026A02Rik	Protein coding
2900062L11Rik	14.8421	23.2999	24.7548	12.5263	25.0712	25.1256	15.9896	30.4995	28.2806	25.5974	45.2347	44.4261	17	2900062L11Rik	Protein coding
2900064A13Rik	13.6981	12.6708	12.1125	12.9126	13.16	13.0819	15.0669	16.276	16.0292	31.0176	38.6327	37.0862	17	2900064A13Rik	Protein coding
2900073G15Rik	8.86399	5.6518	6.84599	5.5678	5.12526	4.17638	4.5532	4.27707	3.54008	5.39366	5.68006	4.18592	15	2900073G15Rik	Protein coding
2900083I11Rik	2.16818	8.55462	8.32782	8.99385	14.0252	7.14023	9.91605	16.7238	8.64964	10.3272	24.0042	5.21539	17	2900083I11Rik	Protein coding
2900092D14Rik	48.1475	4.98378	23.7489	54.3765	11.4588	30.0539	53.5131	20.3792	31.3764	61.2223	16.5714	27.5088	10	2900092D14Rik	Protein coding
3110003A17Rik	149.163	28.6885	63.828	109.863	18.2494	19.4682	79.3513	20.4637	21.6717	45.6272	15.7747	17.1185	10	3110003A17Rik	Protein coding
3110035E14Rik	15.9567	21.7329	14.0152	19.7294	23.0583	12.3442	14.2219	16.2483	5.95299	12.3504	17.4971	5.25078	12	3110035E14Rik	Protein coding
3110047P20Rik	0.0115577	0.0379329	0.0329562	6.82237	0.343959	8.07916	38.1129	1.66158	24.5786	40.7416	0.703524	18.2703	4	3110047P20Rik	Protein coding
3110052M02Rik	10.5945	11.778	11.9689	11.8893	11.7768	11.4081	9.44088	9.50802	7.99788	4.42956	4.64987	3.76086	19	3110052M02Rik	Protein coding
3110056O03Rik	9.63211	13.3797	11.2472	10.2401	12.8002	13.5263	11.5371	15.188	15.3036	20.1305	22.7402	29.7887	18	3110056O03Rik	Protein coding
3110079O15Rik	0	0	0	0	0	0	0	0	0.0823856	0.239792	0.198862	0.422331	4	3110079O15Rik	Protein coding
3110082I17Rik	4.52517	3.37532	3.73671	5.43797	4.42836	6.52566	5.39821	5.27004	7.21891	5.44601	5.79201	7.6572	18	3110082I17Rik	Protein coding
3230401D17Rik	14.8215	21.1077	18.2319	13.2256	18.0483	15.5318	13.8231	17.0287	12.0864	10.3631	11.7907	6.71877	13	3230401D17Rik	Protein coding
3632451O06Rik	3.1506	8.17638	8.52557	3.57159	6.92384	12.1321	4.6324	5.91961	13.8434	4.50302	4.6743	14.6924	11	3632451O06Rik	Protein coding
3830406C13Rik	4.63435	6.9083	11.8806	4.05338	8.16593	9.08644	4.00196	8.11277	9.69197	5.81395	9.25735	14.833	11	3830406C13Rik	Protein coding
3830431G21Rik	0.0595392	0.579505	0.0588666	0.0757517	0.224971	0.0631648	0.120752	0.946576	0.133428	0.198021	3.62098	0.238964	9	3830431G21Rik	Protein coding
4632415K11Rik	6.39325	7.93597	8.58146	5.64222	6.59619	6.33634	5.9345	6.60623	6.64317	4.0543	4.44827	5.69327	19	4632415K11Rik	Protein coding
4632415L05Rik	6.36751	8.28589	8.56542	6.57044	7.70205	6.10235	4.70008	5.50964	3.88325	4.84899	4.64466	2.89776	19	4632415L05Rik	Protein coding
4732471D19Rik	18.1403	16.0459	17.2253	18.2307	15.6799	13.9679	17.5724	15.4423	13.3963	7.48398	6.5761	5.49041	19	4732471D19Rik	Protein coding
4833420G17Rik	67.1105	80.7457	77.2775	68.7709	83.4147	55.4943	52.6988	61.2613	30.8924	39.8698	49.4151	21.1689	19	4833420G17Rik	Protein coding
4833424O15Rik	2.21158	3.53839	4.42015	11.637	4.42478	17.371	22.1533	6.10778	20.2632	23.5562	8.14758	17.5612	4	4833424O15Rik	Protein coding
4921507P07Rik	0.88109	1.21305	0.756813	1.1034	1.74298	0.806142	1.31519	1.82002	0.662052	1.12162	1.33394	0.369922	12	4921507P07Rik	Protein coding
4921513D23Rik	19.6055	22.2355	22.1219	20.7575	22.6408	17.6635	17.9787	18.1882	13.7282	9.16383	8.61638	6.80956	19	4921513D23Rik	Protein coding
4921524J17Rik	17.2765	24.3289	21.5826	16.3092	22.7307	19.662	15.7017	20.3093	15.9008	13.0228	16.3884	15.958	13	4921524J17Rik	Protein coding
4922501C03Rik	3.65475	4.41109	4.26501	3.5862	4.30326	3.75988	3.40773	3.7888	3.1922	1.65252	1.83388	1.5458	19	4922501C03Rik	Protein coding
4922501L14Rik	0.0984445	0.645062	0.420244	0.209679	0.882475	0.695385	0.501526	1.46637	1.21174	0.656269	2.0297	1.85458	17	4922501L14Rik	Protein coding
4930402H24Rik	34.834	38.6579	37.6854	34.9837	39.0872	33.4807	31.9592	33.806	30.8232	17.3814	19.972	17.631	19	4930402H24Rik	Protein coding
4930422G04Rik	0.710234	1.01329	0.849695	0.660855	0.968437	0.694901	0.424641	0.765115	0.520478	0.516338	0.928499	0.635143	12	4930422G04Rik	Protein coding
4930427A07Rik	2.73835	1.92468	2.20837	2.1104	1.33339	2.45019	1.74456	1.1713	2.15153	2.02614	1.08209	2.7303	19	4930427A07Rik	Protein coding
4930447C04Rik	0.212671	1.0389	0.643141	0.748018	2.02653	1.2301	0.976303	1.84366	1.54525	2.26856	3.56295	3.72229	17	4930447C04Rik	Protein coding
4930452B06Rik	0.735013	1.47858	1.24779	0.526612	1.31995	2.10136	1.19126	1.39132	3.24334	1.81132	1.78991	3.15873	16	4930452B06Rik	Protein coding
4930455F23Rik	4.301	12.4806	9.92152	5.35046	11.6206	12.133	6.63473	12.5066	12.867	5.99024	10.3084	11.1882	12	4930455F23Rik	Protein coding
4930473A06Rik	2.74464	3.76434	3.91928	2.23862	3.65292	2.92743	2.54744	6.23231	4.80148	1.40084	3.57861	3.09997	12	4930473A06Rik	Protein coding
4930506M07Rik	151.35	156.981	165.701	137.173	151.603	147.964	118.987	136.071	122.818	92.3845	113.22	118.766	19	4930506M07Rik	Protein coding
4930539E08Rik	0.0387738	0.0848486	0.00899162	0.0435229	0.16535	0.0268031	0.232338	0.64748	0.233668	0.428532	1.33036	0.554776	9	4930539E08Rik	Protein coding
4930572J05Rik	1.22776	1.33593	1.66629	0.59338	1.31756	2.48566	0.828682	1.99016	4.75072	2.99043	4.47187	11.192	16	4930572J05Rik	Protein coding
4930578N16Rik	1.08189	1.8326	1.38339	0.979205	1.34427	1.44562	0.996476	1.27418	1.7822	0.316341	0.303282	1.05495	19	4930578N16Rik	Protein coding
4931406P16Rik	11.7947	8.90768	10.3256	10.8617	8.35021	7.83084	10.005	7.77502	6.11222	8.68074	6.50688	4.25631	19	4931406P16Rik	Protein coding
4931414P19Rik	4.6239	3.91575	4.49401	3.63895	3.66456	3.07487	3.06639	3.15544	2.61443	0.836278	1.07538	1.15155	19	4931414P19Rik	Protein coding
4931428F04Rik	82.612	53.8293	55.9116	97.9443	56.081	96.5364	110.74	65.081	119.596	107.324	61.1842	114.272	14	4931428F04Rik	Protein coding
4933407C03Rik	86.6223	121.205	86.8646	100.725	110.568	105.934	112.19	120.72	128.632	116.815	137.571	132.901	18	4933407C03Rik	Protein coding
4933407H18Rik	5.18473	4.8298	5.47334	4.95054	5.35505	4.03033	3.97263	4.05746	3.11693	2.86499	2.79053	2.2793	19	4933407H18Rik	Protein coding
4933408B17Rik	1.78539	2.06508	2.03053	1.56485	1.83945	1.25384	1.41939	1.46076	1.01764	1.00556	1.64988	0.781403	19	4933408B17Rik	Protein coding
4933411K20Rik	3.50678	4.65178	5.03411	3.3396	5.00486	4.05137	3.28443	4.71883	4.46854	1.88253	3.09568	2.55228	13	4933411K20Rik	Protein coding
4933424B01Rik	14.0886	11.8143	13.3537	12.3151	10.3931	11.6732	9.3555	9.29276	8.24085	4.63354	5.07326	4.70549	19	4933424B01Rik	Protein coding
4933426I21Rik	2.64212	3.14357	3.28966	3.12396	3.13681	2.45467	2.36457	2.10406	1.71804	1.38383	1.20281	0.786879	19	4933426I21Rik	Protein coding
4933426M11Rik	10.0926	8.78481	10.0614	7.5111	8.11265	6.79851	6.35016	7.44818	5.44891	6.80449	8.16471	5.48481	19	4933426M11Rik	Protein coding
4933432B09Rik	9.12941	12.7614	12.3239	9.18007	13.2101	7.78364	7.92241	11.9211	6.19755	3.78134	5.195	2.02636	19	4933432B09Rik	Protein coding
4933437F05Rik	1.75788	1.89359	1.92339	1.42684	1.65502	1.52807	1.14725	1.46041	0.92206	0.405563	0.476678	0.301533	19	4933437F05Rik	Protein coding
4933439F18Rik	10.8252	11.4631	10.0968	11.4532	11.6793	10.0076	12.0127	12.9614	9.84685	10.6406	12.0814	7.40351	13	4933439F18Rik	Protein coding
5133401N09Rik	11.2312	11.1639	11.3797	7.26365	10.7189	9.61215	6.28252	8.98354	9.57246	4.54796	6.61275	8.99413	19	5133401N09Rik	Protein coding
5330417C22Rik	1.81434	1.52533	1.18991	1.54352	2.23301	2.20525	3.10604	4.95324	4.362	4.25866	6.82117	4.68516	17	5330417C22Rik	Protein coding
5330426P16Rik	2.91493	4.50482	4.24154	3.17094	3.3149	12.9658	4.41948	2.87009	18.4565	3.54698	2.0544	11.6341	16	5330426P16Rik	Protein coding
5330429B09Rik	3.76807	3.53061	3.79139	6.38464	3.70332	3.64708	7.45421	3.56077	3.56435	5.58686	3.71148	3.61829	15	5330429B09Rik	Protein coding
5330437I02Rik	0.477969	0.585186	0.347622	0.769797	0.813703	0.725346	1.07539	0.713565	0.630963	1.6751	1.30205	0.903736	17	5330437I02Rik	Protein coding
5430405G05Rik	10.2463	13.2867	15.1693	10.4685	12.5312	15.3766	10.6141	10.6781	15.376	8.58853	8.30381	14.5198	19	5430405G05Rik	Protein coding
5430405H02Rik	11.6607	6.52252	7.11695	9.65983	5.92474	5.37035	6.37477	6.78634	4.35461	5.05712	7.28387	3.74556	15	5430405H02Rik	Protein coding
5430411K18Rik	6.10424	5.62374	5.90814	5.89969	5.95704	5.15194	5.25796	4.99235	5.089	3.61855	3.66026	3.35864	19	5430411K18Rik	Protein coding
5430416N02Rik	44.8304	44.3321	50.7016	34.7052	36.3624	32.2608	29.109	31.3075	22.1976	16.8454	19.168	12.5734	19	5430416N02Rik	Protein coding
5430417L22Rik	8.4875	15.4162	14.0661	4.3235	8.34619	4.1849	2.99073	7.25768	3.54603	5.69439	10.772	5.33666	3	5430417L22Rik	Protein coding
5730409E04Rik	4.37049	2.72663	1.47203	8.76382	4.83663	4.65648	16.989	10.0978	13.2362	25.2488	15.2891	16.6973	17	5730409E04Rik	Protein coding
5730419I09Rik	25.1113	28.3312	29.0167	22.6609	28.8902	23.9016	21.3921	23.0635	22.4226	15.8313	14.8797	11.3256	19	5730419I09Rik	Protein coding
5730437N04Rik	15.6225	14.9065	16.7253	17.7967	14.4839	17.6169	19.6224	16.6737	20.7255	26.7634	20.9216	29.0304	18	5730437N04Rik	Protein coding
5730455P16Rik	11.272	8.2652	8.74559	14.0645	11.652	10.0122	15.2822	14.5042	12.3214	18.8435	18.6751	13.8439	17	5730455P16Rik	Protein coding
5730469M10Rik	23.1826	20.1035	24.656	24.3691	22.0375	27.3215	22.8216	24.6321	30.1817	33.7128	37.4553	53.4939	18	5730469M10Rik	Protein coding
5730507C01Rik	2.8629	4.24792	3.32198	3.70595	4.95983	3.88065	2.97857	4.26632	2.70104	1.11802	1.89845	0.992535	19	5730507C01Rik	Protein coding
5730508B09Rik	5.685	1.46844	2.25122	5.05229	1.84741	3.97789	6.30885	3.07735	8.61267	6.81119	4.14349	8.91868	4	5730508B09Rik	Protein coding
5730559C18Rik	4.50699	5.26496	5.4603	2.88772	3.81382	2.49275	2.8949	3.9119	2.17409	1.59624	1.43424	1.02727	19	5730559C18Rik	Protein coding
5830433M19Rik	7.62802	6.75495	7.51152	7.04832	6.31628	7.1659	5.58722	6.3584	5.56569	3.67577	3.82761	3.00834	19	5830433M19Rik	Protein coding
5930416I19Rik	36.2961	27.508	30.2734	31.1534	26.8396	28.8424	31.0347	26.7169	23.9163	23.442	18.8016	18.0999	19	5930416I19Rik	Protein coding
6030405A18Rik	6.52935	0.734273	2.03669	6.47195	2.06562	2.80537	7.38102	1.79617	3.2645	4.30887	1.95166	4.87276	10	6030405A18Rik	Protein coding
6030446N20Rik	0.237214	0.530379	0.364571	0.0682514	0.289412	0.746489	0.14306	0.692838	1.56608	0.271765	0.833332	2.21385	16	6030446N20Rik	Protein coding
6330403A02Rik	1.00591	5.51485	1.22033	4.9905	15.1057	13.2187	9.32165	17.2387	18.4821	12.9353	21.9753	26.3156	16	6330403A02Rik	Protein coding
6330403K07Rik	236.12	274.426	183.911	264.981	223.257	164.197	278.916	240.497	225.385	237.623	222.96	238.707	15	6330403K07Rik	Protein coding
6330406I15Rik	0.0906402	0.219285	0.190593	0.105872	0.111167	0.033851	0.351609	0.0999946	0.195623	0.842371	0.285211	0.377033	5	6330406I15Rik	Protein coding
6330407J23Rik	61.7986	54.837	54.2904	73.8146	60.1096	59.446	60.175	46.0511	55.8945	35.8368	29.1389	32.9754	19	6330407J23Rik	Protein coding
6330409N04Rik	7.18237	8.47796	7.48122	9.17759	9.53437	10.3819	11.838	12.2744	14.1561	15.9175	16.5344	18.4799	18	6330409N04Rik	Protein coding
6330416G13Rik	1.58654	2.20831	2.3958	1.12171	1.68167	2.64885	1.17211	1.73453	3.22859	1.35522	2.16357	3.03067	11	6330416G13Rik	Protein coding
6330439K17Rik	1.6031	3.33521	2.41616	2.39558	4.25626	2.63513	3.73313	6.0799	3.86191	5.24499	10.6518	5.64077	17	6330439K17Rik	Protein coding
6330503K22Rik	17.3255	20.6748	19.8594	13.3013	14.5952	14.2285	11.9408	14.4232	13.6861	6.49218	7.77594	7.32683	19	6330503K22Rik	Protein coding
6330527O06Rik	0.0631085	0.227536	0.200006	0.0888638	0.273898	0.164723	0.100804	0.192206	0.521412	0.289972	0.637137	4.1336	16	6330527O06Rik	Protein coding
6330577E15Rik	37.0466	28.068	27.5076	41.9287	28.3422	31.2488	42.1836	33.4861	39.6521	49.4343	38.5044	41.9371	8	6330577E15Rik	Protein coding
6330578E17Rik	16.9439	15.4939	15.3586	16.2535	14.5239	16.274	15.3015	14.7357	18.7012	10.9412	11.2519	14.1627	19	6330578E17Rik	Protein coding
6430527G18Rik	62.0092	79.549	77.9625	46.5537	61.9056	60.7175	43.9051	53.8285	48.379	55.5274	61.317	62.0509	13	6430527G18Rik	Protein coding
6430548M08Rik	15.4854	53.2139	23.1147	12.3401	39.6901	11.5737	13.8931	50.8276	12.1003	12.6411	55.5973	10.5441	6	6430548M08Rik	Protein coding
6430550D23Rik	0.3323	1.08702	1.08302	0.612078	0.873873	0.530359	0.497147	0.758876	0.396203	0.21118	0.306316	0.150384	3	6430550D23Rik	Protein coding
6430573F11Rik	2.56822	0.10264	2.39583	2.2969	0.408743	12.9895	1.60102	0.297721	14.7278	1.6087	0.140792	17.039	16	6430573F11Rik	Protein coding
6430598A04Rik	93.0298	148.527	139.759	93.948	119.95	130.105	95.3652	102.968	133.636	83.7577	87.2908	123.533	19	6430598A04Rik	Protein coding
6430704M03Rik	2.26244	4.89354	3.89449	6.07964	7.34096	3.46008	11.5044	6.00875	5.84318	11.2861	5.17949	4.41652	17	6430704M03Rik	Protein coding
6530401D17Rik	5.76189	7.61681	7.26307	6.83791	11.729	13.5678	10.7056	17.3173	18.966	23.3883	36.4829	37.4653	17	6530401D17Rik	Protein coding
6530401N04Rik	0.907977	1.11537	1.35459	1.0353	1.25618	1.71947	1.1824	1.90359	2.14072	1.66554	3.15135	3.77847	17	6530401N04Rik	Protein coding
6530418L21Rik	0.318676	0.414165	0.321913	0.286651	0.349706	0.229454	0.340046	0.298823	0.18133	0.194639	0.206196	0.061658	19	6530418L21Rik	Protein coding
6720456B07Rik	59.2676	60.0434	60.3948	65.3065	60.9526	72.6504	69.9919	66.4835	76.5473	98.6481	88.2506	105.218	18	6720456B07Rik	Protein coding
6720456H20Rik	3.41199	2.97305	3.48376	3.12066	3.06584	2.54172	2.51769	2.48833	1.76041	1.15865	1.28598	0.873607	19	6720456H20Rik	Protein coding
6820408C15Rik	0.354747	0.497399	0.455977	0.352629	0.451565	0.245132	0.462025	0.836086	0.472601	0.692731	2.02082	0.581753	9	6820408C15Rik	Protein coding
8430406I07Rik	1.53511	1.84785	1.66239	2.55173	1.92539	1.46449	2.96111	2.15748	1.59642	1.2499	0.796493	0.798796	19	8430406I07Rik	Protein coding
8430410K20Rik	23.7175	22.1869	22.8967	18.8039	18.7329	18.498	17.4169	19.5784	18.6677	13.1798	15.3813	12.117	19	8430410K20Rik	Protein coding
8430419L09Rik	24.9748	21.6041	25.2229	29.1299	24.7338	25.7352	30.8071	28.0905	33.4811	37.3335	31.5167	44.2621	18	8430419L09Rik	Protein coding
8430427H17Rik	57.5797	52.9945	54.3826	47.4886	42.6383	57.2534	43.3381	37.5054	56.5283	34.2904	27.9018	43.9155	19	8430427H17Rik	Protein coding
9030409G11Rik	9.72608	53.3496	37.5946	8.30515	52.8675	28.2637	13.236	29.1853	19.6743	13.2362	14.0295	14.3309	6	9030409G11Rik	Protein coding
9030418K01Rik	2.12961	0.563601	1.25879	1.69824	0.895229	1.93114	2.79187	1.44217	4.55988	2.99236	1.85709	4.43039	16	9030418K01Rik	Protein coding
9030425E11Rik	86.2588	78.5762	68.7099	97.4976	81.1897	78.5064	98.6358	85.3313	77.6309	80.0135	61.4504	57.5686	15	9030425E11Rik	Protein coding
9130011J15Rik	26.2577	22.0308	22.7304	24.918	21.6499	25.5309	25.214	24.0515	28.8477	35.7236	34.6538	41.3427	18	9130011J15Rik	Protein coding
9130017N09Rik	2.07473	4.01392	3.12158	1.19241	1.75527	1.04146	0.927155	0.80304	0.492686	0.348171	0.186289	0.138323	7	9130017N09Rik	Protein coding
9130024F11Rik	123.629	4.41252	4.47375	106.8	6.89043	7.10542	79.3442	16.9609	11.9023	98.1512	24.3305	16.2479	0	9130024F11Rik	Protein coding
9130401M01Rik	4.83883	6.71227	3.58887	4.74228	5.67608	4.27505	8.83477	6.43633	10.8819	13.3892	8.74162	16.9229	17	9130401M01Rik	Protein coding
9230110C19Rik	4.2852	7.54674	6.60849	4.99433	6.23908	5.2234	5.35662	6.83154	4.69074	3.14571	3.79534	2.13372	13	9230110C19Rik	Protein coding
9330101J02Rik	0.368051	0.766381	0.689261	0.324453	0.692809	0.439175	0.356925	1.01011	0.55049	0.170825	0.63134	0.343385	12	9330101J02Rik	Protein coding
9330159F19Rik	84.1812	80.1454	74.3026	93.6727	77.9951	83.4676	87.9379	74.6283	80.4142	51.955	48.2914	52.1727	19	9330159F19Rik	Protein coding
9330182L06Rik	3.46344	9.80937	2.79945	5.06534	26.1787	15.4982	11.8689	36.8188	29.0239	16.4716	56.6839	31.8325	9	9330182L06Rik	Protein coding
9430015G10Rik	22.4642	18.5438	21.5492	23.4682	21.0348	20.3169	22.67	20.5102	19.3666	14.0699	12.5879	15.4267	19	9430015G10Rik	Protein coding
9430016H08Rik	11.9815	6.98693	6.84004	8.83512	7.57113	7.95432	8.97903	7.57151	8.77302	17.0235	15.3459	19.1471	18	9430016H08Rik	Protein coding
9430020K01Rik	0.304489	1.5901	0.734216	0.49013	2.45524	2.08172	1.48552	3.43112	3.32546	1.89644	5.08823	2.49288	9	9430020K01Rik	Protein coding
9430031J16Rik	2.13853	14.9088	7.31503	1.97376	14.9547	6.03204	1.71723	11.5822	4.31713	2.16398	10.3246	3.64216	6	9430031J16Rik	Protein coding
9430038I01Rik	1.61251	0.514823	0.692018	2.1286	1.19394	1.61311	3.14519	2.06143	3.21498	3.16058	2.07041	3.03647	4	9430038I01Rik	Protein coding
9530068E07Rik	24.0682	22.5412	21.9578	24.732	23.4596	24.0033	23.2481	23.4222	25.4235	37.5687	36.7559	44.8141	18	9530068E07Rik	Protein coding
9530077C05Rik	1.70394	3.52616	2.24089	3.10102	3.82731	3.51534	5.05543	6.6406	4.15771	6.0243	7.38465	4.84123	17	9530077C05Rik	Protein coding
9630028B13Rik	0.726412	0.425255	0.143651	0.195167	0.179207	0.0464596	0.0591275	0.0529177	0.0429712	0.0236016	0.0445457	0.0297044	9	9630028B13Rik	Protein coding
9630033F20Rik	9.06179	6.34315	8.15154	5.81079	6.00777	8.43127	5.43274	6.27855	8.96347	3.71916	4.72349	6.93589	19	9630033F20Rik	Protein coding
9830001H06Rik	50.151	38.7382	39.8737	49.5735	37.4887	35.502	45.3752	34.0959	32.8413	38.3441	28.5196	24.5129	19	9830001H06Rik	Protein coding
9930013L23Rik	0.171273	0.295047	0.19693	0.526362	0.673593	0.209921	0.873578	1.34303	0.533611	0.434309	1.60709	0.480008	9	9930013L23Rik	Protein coding
9930021J03Rik	13.7739	13.7178	14.2321	13.8614	12.9712	11.3933	10.7369	10.0575	8.75208	8.02963	8.34431	5.88568	19	9930021J03Rik	Protein coding
A130022J15Rik	0.94103	1.60702	1.36495	1.65223	2.61194	2.82748	2.46272	3.65493	4.81328	3.06554	3.91438	5.06664	18	A130022J15Rik	Protein coding
A230046K03Rik	12.2999	12.0352	10.8116	15.0852	12.7432	10.4182	16.0434	11.8547	9.42595	13.3021	9.08247	6.84754	15	A230046K03Rik	Protein coding
A230050P20Rik	1.21299	1.01802	1.14888	2.79174	2.65609	2.40846	5.0903	4.48366	3.58059	9.91225	9.5964	6.2654	17	A230050P20Rik	Protein coding
A2m	0.0360307	0.186991	0.0506718	0.0552869	0.171085	0.0707635	0.185244	0.376431	0.148686	0.254395	0.393347	0.121281	17	A2m	Protein coding
A330008L17Rik	0.856411	0.104261	0.288853	0.933383	0.196752	1.44482	0.681623	0.158072	2.15495	0.505006	0.152737	1.86833	16	A330008L17Rik	Protein coding
A330021E22Rik	0.681532	1.94869	0.790349	1.6718	3.15163	1.46511	1.718	3.73062	0.911413	1.18103	2.04755	0.444879	6	A330021E22Rik	Protein coding
A330049M08Rik	0.0238176	0.586826	0.138241	0.00780233	0.358761	0.259657	0.0088559	0.35026	0.236859	0	0.470708	0.219867	6	A330049M08Rik	Protein coding
A3galt2	0.896011	1.10107	1.0986	0.587152	0.677781	0.332898	0.434787	0.306908	0.194003	0.215774	0.124144	0.0980077	7	A3galt2	Protein coding
A430033K04Rik	11.4959	14.2231	12.9212	11.5269	13.1926	10.7071	8.8181	10.7681	7.9242	5.37366	7.08973	4.44944	19	A430033K04Rik	Protein coding
A430078G23Rik	1.6603	2.54304	2.48974	1.29079	1.7896	1.44694	1.342	1.41017	1.43008	0.952707	0.818964	1.15938	19	A430078G23Rik	Protein coding
A430105I19Rik	0.358934	0.342951	0.361567	0.231115	0.28618	0.0680545	0.146687	0.324052	0.108701	0.145578	0.412151	0.132431	12	A430105I19Rik	Protein coding
A430110N23Rik	0.461968	1.50702	1.11967	0.76589	1.4151	1.15234	1.05495	1.65132	1.12457	1.16704	1.73548	1.10549	12	A430110N23Rik	Protein coding
A530054K11Rik	6.68039	7.72444	7.38736	6.2877	6.84898	4.93065	6.59321	6.98436	5.57018	3.16115	3.50774	2.46917	19	A530054K11Rik	Protein coding
A630007B06Rik	11.92	16.2813	16.2739	15.279	17.5952	12.3376	11.4921	12.4209	10.4455	6.13589	6.19156	4.18968	19	A630007B06Rik	Protein coding
A730011L01Rik	14.6217	12.2676	14.8437	12.2589	9.86823	9.98617	10.0107	8.14999	7.69471	6.84373	5.14337	5.89809	19	A730011L01Rik	Protein coding
A730017C20Rik	12.4993	14.9116	14.38	16.7901	18.8842	23.5818	24.7027	24.9387	30.2247	22.9641	17.6098	23.9666	14	A730017C20Rik	Protein coding
A730017L22Rik	9.30119	10.8693	12.9468	8.55552	9.80349	10.8526	6.54778	7.67052	9.10384	4.81437	4.72203	6.16064	19	A730017L22Rik	Protein coding
A830007P12Rik	0.684011	0.746747	1.02548	0.692178	0.454054	0.525944	0.538224	0.291446	0.322193	0.168266	0.209455	0.138089	7	A830007P12Rik	Protein coding
A830010M20Rik	15.0835	16.6674	23.0609	12.7708	22.7419	19.9209	9.33997	19.6202	16.3112	8.49761	16.4751	12.4239	19	A830010M20Rik	Protein coding
A830018L16Rik	0.326471	1.46607	0.0764273	1.79601	5.4326	10.8276	3.10887	8.92117	11.5342	5.90181	13.0358	10.4457	17	A830018L16Rik	Protein coding
A830080D01Rik	11.8001	11.1428	10.7393	9.77666	10.6759	10.3607	9.23709	8.92351	8.41308	7.04342	6.16688	6.40947	19	A830080D01Rik	Protein coding
A930001N09Rik	6.4595	7.37513	7.61795	6.87288	7.30518	4.07507	4.62557	5.04436	1.96481	2.24273	2.57494	1.04695	19	A930001N09Rik	Protein coding
A930004D18Rik	6.65909	3.59405	5.51821	6.26057	1.52384	3.55131	4.71079	1.21954	2.64132	4.17691	0.80989	2.93849	10	A930004D18Rik	Protein coding
A930005I04Rik	0.352067	0.349197	0.326993	0.367507	0.423261	0.427713	0.680539	0.475384	1.05891	1.11777	0.697978	1.77818	16	A930005I04Rik	Protein coding
