id,cluster,E15_cpn,E16_cpn,E18_cpn,P1_cpn,E15_subcereb,E16_subcereb,E18_subcereb,P1_subcereb,E15_corticothal,E16_corticothal,E18_corticothal,P1_corticothal,gene_type
3632451O06Rik,11,3.1506,3.57159,4.6324,4.50302,8.52557,12.1321,13.8434,14.6924,8.17638,6.92384,5.91961,4.6743,Protein coding
3830406C13Rik,11,4.63435,4.05338,4.00196,5.81395,11.8806,9.08644,9.69197,14.833,6.9083,8.16593,8.11277,9.25735,Protein coding
3830431G21Rik,9,0.0595392,0.0757517,0.120752,0.198021,0.0588666,0.0631648,0.133428,0.238964,0.579505,0.224971,0.946576,3.62098,Protein coding
4632415K11Rik,19,6.39325,5.64222,5.9345,4.0543,8.58146,6.33634,6.64317,5.69327,7.93597,6.59619,6.60623,4.44827,Protein coding
4632415L05Rik,19,6.36751,6.57044,4.70008,4.84899,8.56542,6.10235,3.88325,2.89776,8.28589,7.70205,5.50964,4.64466,Protein coding
4732471D19Rik,19,18.1403,18.2307,17.5724,7.48398,17.2253,13.9679,13.3963,5.49041,16.0459,15.6799,15.4423,6.5761,Protein coding
4833420G17Rik,19,67.1105,68.7709,52.6988,39.8698,77.2775,55.4943,30.8924,21.1689,80.7457,83.4147,61.2613,49.4151,Protein coding
4833424O15Rik,4,2.21158,11.637,22.1533,23.5562,4.42015,17.371,20.2632,17.5612,3.53839,4.42478,6.10778,8.14758,Protein coding
4921507P07Rik,12,0.88109,1.1034,1.31519,1.12162,0.756813,0.806142,0.662052,0.369922,1.21305,1.74298,1.82002,1.33394,Protein coding
4921513D23Rik,19,19.6055,20.7575,17.9787,9.16383,22.1219,17.6635,13.7282,6.80956,22.2355,22.6408,18.1882,8.61638,Protein coding
4921524J17Rik,13,17.2765,16.3092,15.7017,13.0228,21.5826,19.662,15.9008,15.958,24.3289,22.7307,20.3093,16.3884,Protein coding
4922501C03Rik,19,3.65475,3.5862,3.40773,1.65252,4.26501,3.75988,3.1922,1.5458,4.41109,4.30326,3.7888,1.83388,Protein coding
4922501L14Rik,17,0.0984445,0.209679,0.501526,0.656269,0.420244,0.695385,1.21174,1.85458,0.645062,0.882475,1.46637,2.0297,Protein coding
4930402H24Rik,19,34.834,34.9837,31.9592,17.3814,37.6854,33.4807,30.8232,17.631,38.6579,39.0872,33.806,19.972,Protein coding
4930422G04Rik,12,0.710234,0.660855,0.424641,0.516338,0.849695,0.694901,0.520478,0.635143,1.01329,0.968437,0.765115,0.928499,Protein coding
4930427A07Rik,19,2.73835,2.1104,1.74456,2.02614,2.20837,2.45019,2.15153,2.7303,1.92468,1.33339,1.1713,1.08209,Protein coding
4930447C04Rik,17,0.212671,0.748018,0.976303,2.26856,0.643141,1.2301,1.54525,3.72229,1.0389,2.02653,1.84366,3.56295,Protein coding
4930452B06Rik,16,0.735013,0.526612,1.19126,1.81132,1.24779,2.10136,3.24334,3.15873,1.47858,1.31995,1.39132,1.78991,Protein coding
4930455F23Rik,12,4.301,5.35046,6.63473,5.99024,9.92152,12.133,12.867,11.1882,12.4806,11.6206,12.5066,10.3084,Protein coding
4930473A06Rik,12,2.74464,2.23862,2.54744,1.40084,3.91928,2.92743,4.80148,3.09997,3.76434,3.65292,6.23231,3.57861,Protein coding
4930506M07Rik,19,151.35,137.173,118.987,92.3845,165.701,147.964,122.818,118.766,156.981,151.603,136.071,113.22,Protein coding
4930539E08Rik,9,0.0387738,0.0435229,0.232338,0.428532,0.00899162,0.0268031,0.233668,0.554776,0.0848486,0.16535,0.64748,1.33036,Protein coding
4930572J05Rik,16,1.22776,0.59338,0.828682,2.99043,1.66629,2.48566,4.75072,11.192,1.33593,1.31756,1.99016,4.47187,Protein coding
4930578N16Rik,19,1.08189,0.979205,0.996476,0.316341,1.38339,1.44562,1.7822,1.05495,1.8326,1.34427,1.27418,0.303282,Protein coding
4931406P16Rik,19,11.7947,10.8617,10.005,8.68074,10.3256,7.83084,6.11222,4.25631,8.90768,8.35021,7.77502,6.50688,Protein coding
4931414P19Rik,19,4.6239,3.63895,3.06639,0.836278,4.49401,3.07487,2.61443,1.15155,3.91575,3.66456,3.15544,1.07538,Protein coding
4931428F04Rik,14,82.612,97.9443,110.74,107.324,55.9116,96.5364,119.596,114.272,53.8293,56.081,65.081,61.1842,Protein coding
4933407C03Rik,18,86.6223,100.725,112.19,116.815,86.8646,105.934,128.632,132.901,121.205,110.568,120.72,137.571,Protein coding
4933407H18Rik,19,5.18473,4.95054,3.97263,2.86499,5.47334,4.03033,3.11693,2.2793,4.8298,5.35505,4.05746,2.79053,Protein coding
4933408B17Rik,19,1.78539,1.56485,1.41939,1.00556,2.03053,1.25384,1.01764,0.781403,2.06508,1.83945,1.46076,1.64988,Protein coding
4933411K20Rik,13,3.50678,3.3396,3.28443,1.88253,5.03411,4.05137,4.46854,2.55228,4.65178,5.00486,4.71883,3.09568,Protein coding
4933424B01Rik,19,14.0886,12.3151,9.3555,4.63354,13.3537,11.6732,8.24085,4.70549,11.8143,10.3931,9.29276,5.07326,Protein coding
4933426I21Rik,19,2.64212,3.12396,2.36457,1.38383,3.28966,2.45467,1.71804,0.786879,3.14357,3.13681,2.10406,1.20281,Protein coding
4933426M11Rik,19,10.0926,7.5111,6.35016,6.80449,10.0614,6.79851,5.44891,5.48481,8.78481,8.11265,7.44818,8.16471,Protein coding
4933432B09Rik,19,9.12941,9.18007,7.92241,3.78134,12.3239,7.78364,6.19755,2.02636,12.7614,13.2101,11.9211,5.195,Protein coding
4933437F05Rik,19,1.75788,1.42684,1.14725,0.405563,1.92339,1.52807,0.92206,0.301533,1.89359,1.65502,1.46041,0.476678,Protein coding
4933439F18Rik,13,10.8252,11.4532,12.0127,10.6406,10.0968,10.0076,9.84685,7.40351,11.4631,11.6793,12.9614,12.0814,Protein coding
5133401N09Rik,19,11.2312,7.26365,6.28252,4.54796,11.3797,9.61215,9.57246,8.99413,11.1639,10.7189,8.98354,6.61275,Protein coding
5330417C22Rik,17,1.81434,1.54352,3.10604,4.25866,1.18991,2.20525,4.362,4.68516,1.52533,2.23301,4.95324,6.82117,Protein coding
5330426P16Rik,16,2.91493,3.17094,4.41948,3.54698,4.24154,12.9658,18.4565,11.6341,4.50482,3.3149,2.87009,2.0544,Protein coding
5330429B09Rik,15,3.76807,6.38464,7.45421,5.58686,3.79139,3.64708,3.56435,3.61829,3.53061,3.70332,3.56077,3.71148,Protein coding
5330437I02Rik,17,0.477969,0.769797,1.07539,1.6751,0.347622,0.725346,0.630963,0.903736,0.585186,0.813703,0.713565,1.30205,Protein coding
5430405G05Rik,19,10.2463,10.4685,10.6141,8.58853,15.1693,15.3766,15.376,14.5198,13.2867,12.5312,10.6781,8.30381,Protein coding
5430405H02Rik,15,11.6607,9.65983,6.37477,5.05712,7.11695,5.37035,4.35461,3.74556,6.52252,5.92474,6.78634,7.28387,Protein coding
5430411K18Rik,19,6.10424,5.89969,5.25796,3.61855,5.90814,5.15194,5.089,3.35864,5.62374,5.95704,4.99235,3.66026,Protein coding
5430416N02Rik,19,44.8304,34.7052,29.109,16.8454,50.7016,32.2608,22.1976,12.5734,44.3321,36.3624,31.3075,19.168,Protein coding
5430417L22Rik,3,8.4875,4.3235,2.99073,5.69439,14.0661,4.1849,3.54603,5.33666,15.4162,8.34619,7.25768,10.772,Protein coding
5730409E04Rik,17,4.37049,8.76382,16.989,25.2488,1.47203,4.65648,13.2362,16.6973,2.72663,4.83663,10.0978,15.2891,Protein coding
5730419I09Rik,19,25.1113,22.6609,21.3921,15.8313,29.0167,23.9016,22.4226,11.3256,28.3312,28.8902,23.0635,14.8797,Protein coding
5730437N04Rik,18,15.6225,17.7967,19.6224,26.7634,16.7253,17.6169,20.7255,29.0304,14.9065,14.4839,16.6737,20.9216,Protein coding
5730455P16Rik,17,11.272,14.0645,15.2822,18.8435,8.74559,10.0122,12.3214,13.8439,8.2652,11.652,14.5042,18.6751,Protein coding
5730469M10Rik,18,23.1826,24.3691,22.8216,33.7128,24.656,27.3215,30.1817,53.4939,20.1035,22.0375,24.6321,37.4553,Protein coding
5730507C01Rik,19,2.8629,3.70595,2.97857,1.11802,3.32198,3.88065,2.70104,0.992535,4.24792,4.95983,4.26632,1.89845,Protein coding
5730508B09Rik,4,5.685,5.05229,6.30885,6.81119,2.25122,3.97789,8.61267,8.91868,1.46844,1.84741,3.07735,4.14349,Protein coding
5730559C18Rik,19,4.50699,2.88772,2.8949,1.59624,5.4603,2.49275,2.17409,1.02727,5.26496,3.81382,3.9119,1.43424,Protein coding
5830433M19Rik,19,7.62802,7.04832,5.58722,3.67577,7.51152,7.1659,5.56569,3.00834,6.75495,6.31628,6.3584,3.82761,Protein coding
5930416I19Rik,19,36.2961,31.1534,31.0347,23.442,30.2734,28.8424,23.9163,18.0999,27.508,26.8396,26.7169,18.8016,Protein coding
6030405A18Rik,10,6.52935,6.47195,7.38102,4.30887,2.03669,2.80537,3.2645,4.87276,0.734273,2.06562,1.79617,1.95166,Protein coding
6030446N20Rik,16,0.237214,0.0682514,0.14306,0.271765,0.364571,0.746489,1.56608,2.21385,0.530379,0.289412,0.692838,0.833332,Protein coding
6330403A02Rik,16,1.00591,4.9905,9.32165,12.9353,1.22033,13.2187,18.4821,26.3156,5.51485,15.1057,17.2387,21.9753,Protein coding
6330403K07Rik,15,236.12,264.981,278.916,237.623,183.911,164.197,225.385,238.707,274.426,223.257,240.497,222.96,Protein coding
6330406I15Rik,5,0.0906402,0.105872,0.351609,0.842371,0.190593,0.033851,0.195623,0.377033,0.219285,0.111167,0.0999946,0.285211,Protein coding
6330407J23Rik,19,61.7986,73.8146,60.175,35.8368,54.2904,59.446,55.8945,32.9754,54.837,60.1096,46.0511,29.1389,Protein coding
6330409N04Rik,18,7.18237,9.17759,11.838,15.9175,7.48122,10.3819,14.1561,18.4799,8.47796,9.53437,12.2744,16.5344,Protein coding
6330416G13Rik,11,1.58654,1.12171,1.17211,1.35522,2.3958,2.64885,3.22859,3.03067,2.20831,1.68167,1.73453,2.16357,Protein coding
6330439K17Rik,17,1.6031,2.39558,3.73313,5.24499,2.41616,2.63513,3.86191,5.64077,3.33521,4.25626,6.0799,10.6518,Protein coding
6330503K22Rik,19,17.3255,13.3013,11.9408,6.49218,19.8594,14.2285,13.6861,7.32683,20.6748,14.5952,14.4232,7.77594,Protein coding
6330527O06Rik,16,0.0631085,0.0888638,0.100804,0.289972,0.200006,0.164723,0.521412,4.1336,0.227536,0.273898,0.192206,0.637137,Protein coding
6330577E15Rik,8,37.0466,41.9287,42.1836,49.4343,27.5076,31.2488,39.6521,41.9371,28.068,28.3422,33.4861,38.5044,Protein coding
6330578E17Rik,19,16.9439,16.2535,15.3015,10.9412,15.3586,16.274,18.7012,14.1627,15.4939,14.5239,14.7357,11.2519,Protein coding
6430527G18Rik,13,62.0092,46.5537,43.9051,55.5274,77.9625,60.7175,48.379,62.0509,79.549,61.9056,53.8285,61.317,Protein coding
6430548M08Rik,6,15.4854,12.3401,13.8931,12.6411,23.1147,11.5737,12.1003,10.5441,53.2139,39.6901,50.8276,55.5973,Protein coding
6430550D23Rik,3,0.3323,0.612078,0.497147,0.21118,1.08302,0.530359,0.396203,0.150384,1.08702,0.873873,0.758876,0.306316,Protein coding
6430573F11Rik,16,2.56822,2.2969,1.60102,1.6087,2.39583,12.9895,14.7278,17.039,0.10264,0.408743,0.297721,0.140792,Protein coding
6430598A04Rik,19,93.0298,93.948,95.3652,83.7577,139.759,130.105,133.636,123.533,148.527,119.95,102.968,87.2908,Protein coding
6430704M03Rik,17,2.26244,6.07964,11.5044,11.2861,3.89449,3.46008,5.84318,4.41652,4.89354,7.34096,6.00875,5.17949,Protein coding
6530401D17Rik,17,5.76189,6.83791,10.7056,23.3883,7.26307,13.5678,18.966,37.4653,7.61681,11.729,17.3173,36.4829,Protein coding
6530401N04Rik,17,0.907977,1.0353,1.1824,1.66554,1.35459,1.71947,2.14072,3.77847,1.11537,1.25618,1.90359,3.15135,Protein coding
6530418L21Rik,19,0.318676,0.286651,0.340046,0.194639,0.321913,0.229454,0.18133,0.061658,0.414165,0.349706,0.298823,0.206196,Protein coding
6720456B07Rik,18,59.2676,65.3065,69.9919,98.6481,60.3948,72.6504,76.5473,105.218,60.0434,60.9526,66.4835,88.2506,Protein coding
6720456H20Rik,19,3.41199,3.12066,2.51769,1.15865,3.48376,2.54172,1.76041,0.873607,2.97305,3.06584,2.48833,1.28598,Protein coding
6820408C15Rik,9,0.354747,0.352629,0.462025,0.692731,0.455977,0.245132,0.472601,0.581753,0.497399,0.451565,0.836086,2.02082,Protein coding
8430406I07Rik,19,1.53511,2.55173,2.96111,1.2499,1.66239,1.46449,1.59642,0.798796,1.84785,1.92539,2.15748,0.796493,Protein coding
8430410K20Rik,19,23.7175,18.8039,17.4169,13.1798,22.8967,18.498,18.6677,12.117,22.1869,18.7329,19.5784,15.3813,Protein coding
8430419L09Rik,18,24.9748,29.1299,30.8071,37.3335,25.2229,25.7352,33.4811,44.2621,21.6041,24.7338,28.0905,31.5167,Protein coding
8430427H17Rik,19,57.5797,47.4886,43.3381,34.2904,54.3826,57.2534,56.5283,43.9155,52.9945,42.6383,37.5054,27.9018,Protein coding
9030409G11Rik,6,9.72608,8.30515,13.236,13.2362,37.5946,28.2637,19.6743,14.3309,53.3496,52.8675,29.1853,14.0295,Protein coding
9030418K01Rik,16,2.12961,1.69824,2.79187,2.99236,1.25879,1.93114,4.55988,4.43039,0.563601,0.895229,1.44217,1.85709,Protein coding
9030425E11Rik,15,86.2588,97.4976,98.6358,80.0135,68.7099,78.5064,77.6309,57.5686,78.5762,81.1897,85.3313,61.4504,Protein coding
9130011J15Rik,18,26.2577,24.918,25.214,35.7236,22.7304,25.5309,28.8477,41.3427,22.0308,21.6499,24.0515,34.6538,Protein coding
9130017N09Rik,7,2.07473,1.19241,0.927155,0.348171,3.12158,1.04146,0.492686,0.138323,4.01392,1.75527,0.80304,0.186289,Protein coding
9130024F11Rik,0,123.629,106.8,79.3442,98.1512,4.47375,7.10542,11.9023,16.2479,4.41252,6.89043,16.9609,24.3305,Protein coding
9130401M01Rik,17,4.83883,4.74228,8.83477,13.3892,3.58887,4.27505,10.8819,16.9229,6.71227,5.67608,6.43633,8.74162,Protein coding
9230110C19Rik,13,4.2852,4.99433,5.35662,3.14571,6.60849,5.2234,4.69074,2.13372,7.54674,6.23908,6.83154,3.79534,Protein coding
9330101J02Rik,12,0.368051,0.324453,0.356925,0.170825,0.689261,0.439175,0.55049,0.343385,0.766381,0.692809,1.01011,0.63134,Protein coding
9330159F19Rik,19,84.1812,93.6727,87.9379,51.955,74.3026,83.4676,80.4142,52.1727,80.1454,77.9951,74.6283,48.2914,Protein coding
9330182L06Rik,9,3.46344,5.06534,11.8689,16.4716,2.79945,15.4982,29.0239,31.8325,9.80937,26.1787,36.8188,56.6839,Protein coding
9430015G10Rik,19,22.4642,23.4682,22.67,14.0699,21.5492,20.3169,19.3666,15.4267,18.5438,21.0348,20.5102,12.5879,Protein coding
9430016H08Rik,18,11.9815,8.83512,8.97903,17.0235,6.84004,7.95432,8.77302,19.1471,6.98693,7.57113,7.57151,15.3459,Protein coding
9430020K01Rik,9,0.304489,0.49013,1.48552,1.89644,0.734216,2.08172,3.32546,2.49288,1.5901,2.45524,3.43112,5.08823,Protein coding
9430031J16Rik,6,2.13853,1.97376,1.71723,2.16398,7.31503,6.03204,4.31713,3.64216,14.9088,14.9547,11.5822,10.3246,Protein coding
9430038I01Rik,4,1.61251,2.1286,3.14519,3.16058,0.692018,1.61311,3.21498,3.03647,0.514823,1.19394,2.06143,2.07041,Protein coding
9530068E07Rik,18,24.0682,24.732,23.2481,37.5687,21.9578,24.0033,25.4235,44.8141,22.5412,23.4596,23.4222,36.7559,Protein coding
9530077C05Rik,17,1.70394,3.10102,5.05543,6.0243,2.24089,3.51534,4.15771,4.84123,3.52616,3.82731,6.6406,7.38465,Protein coding
9630028B13Rik,9,0.726412,0.195167,0.0591275,0.0236016,0.143651,0.0464596,0.0429712,0.0297044,0.425255,0.179207,0.0529177,0.0445457,Protein coding
9630033F20Rik,19,9.06179,5.81079,5.43274,3.71916,8.15154,8.43127,8.96347,6.93589,6.34315,6.00777,6.27855,4.72349,Protein coding
9830001H06Rik,19,50.151,49.5735,45.3752,38.3441,39.8737,35.502,32.8413,24.5129,38.7382,37.4887,34.0959,28.5196,Protein coding
9930013L23Rik,9,0.171273,0.526362,0.873578,0.434309,0.19693,0.209921,0.533611,0.480008,0.295047,0.673593,1.34303,1.60709,Protein coding
9930021J03Rik,19,13.7739,13.8614,10.7369,8.02963,14.2321,11.3933,8.75208,5.88568,13.7178,12.9712,10.0575,8.34431,Protein coding
A130022J15Rik,18,0.94103,1.65223,2.46272,3.06554,1.36495,2.82748,4.81328,5.06664,1.60702,2.61194,3.65493,3.91438,Protein coding
A230046K03Rik,15,12.2999,15.0852,16.0434,13.3021,10.8116,10.4182,9.42595,6.84754,12.0352,12.7432,11.8547,9.08247,Protein coding
A230050P20Rik,17,1.21299,2.79174,5.0903,9.91225,1.14888,2.40846,3.58059,6.2654,1.01802,2.65609,4.48366,9.5964,Protein coding
A2m,17,0.0360307,0.0552869,0.185244,0.254395,0.0506718,0.0707635,0.148686,0.121281,0.186991,0.171085,0.376431,0.393347,Protein coding
A330008L17Rik,16,0.856411,0.933383,0.681623,0.505006,0.288853,1.44482,2.15495,1.86833,0.104261,0.196752,0.158072,0.152737,Protein coding
A330021E22Rik,6,0.681532,1.6718,1.718,1.18103,0.790349,1.46511,0.911413,0.444879,1.94869,3.15163,3.73062,2.04755,Protein coding
A330049M08Rik,6,0.0238176,0.00780233,0.0088559,0,0.138241,0.259657,0.236859,0.219867,0.586826,0.358761,0.35026,0.470708,Protein coding
A3galt2,7,0.896011,0.587152,0.434787,0.215774,1.0986,0.332898,0.194003,0.0980077,1.10107,0.677781,0.306908,0.124144,Protein coding
A430033K04Rik,19,11.4959,11.5269,8.8181,5.37366,12.9212,10.7071,7.9242,4.44944,14.2231,13.1926,10.7681,7.08973,Protein coding
A430078G23Rik,19,1.6603,1.29079,1.342,0.952707,2.48974,1.44694,1.43008,1.15938,2.54304,1.7896,1.41017,0.818964,Protein coding
A430105I19Rik,12,0.358934,0.231115,0.146687,0.145578,0.361567,0.0680545,0.108701,0.132431,0.342951,0.28618,0.324052,0.412151,Protein coding
A430110N23Rik,12,0.461968,0.76589,1.05495,1.16704,1.11967,1.15234,1.12457,1.10549,1.50702,1.4151,1.65132,1.73548,Protein coding
A530054K11Rik,19,6.68039,6.2877,6.59321,3.16115,7.38736,4.93065,5.57018,2.46917,7.72444,6.84898,6.98436,3.50774,Protein coding
A630007B06Rik,19,11.92,15.279,11.4921,6.13589,16.2739,12.3376,10.4455,4.18968,16.2813,17.5952,12.4209,6.19156,Protein coding
A730011L01Rik,19,14.6217,12.2589,10.0107,6.84373,14.8437,9.98617,7.69471,5.89809,12.2676,9.86823,8.14999,5.14337,Protein coding
A730017C20Rik,14,12.4993,16.7901,24.7027,22.9641,14.38,23.5818,30.2247,23.9666,14.9116,18.8842,24.9387,17.6098,Protein coding
A730017L22Rik,19,9.30119,8.55552,6.54778,4.81437,12.9468,10.8526,9.10384,6.16064,10.8693,9.80349,7.67052,4.72203,Protein coding
A830007P12Rik,7,0.684011,0.692178,0.538224,0.168266,1.02548,0.525944,0.322193,0.138089,0.746747,0.454054,0.291446,0.209455,Protein coding
A830010M20Rik,19,15.0835,12.7708,9.33997,8.49761,23.0609,19.9209,16.3112,12.4239,16.6674,22.7419,19.6202,16.4751,Protein coding
A830018L16Rik,17,0.326471,1.79601,3.10887,5.90181,0.0764273,10.8276,11.5342,10.4457,1.46607,5.4326,8.92117,13.0358,Protein coding
A830080D01Rik,19,11.8001,9.77666,9.23709,7.04342,10.7393,10.3607,8.41308,6.40947,11.1428,10.6759,8.92351,6.16688,Protein coding
A930001N09Rik,19,6.4595,6.87288,4.62557,2.24273,7.61795,4.07507,1.96481,1.04695,7.37513,7.30518,5.04436,2.57494,Protein coding
A930004D18Rik,10,6.65909,6.26057,4.71079,4.17691,5.51821,3.55131,2.64132,2.93849,3.59405,1.52384,1.21954,0.80989,Protein coding
A930005I04Rik,16,0.352067,0.367507,0.680539,1.11777,0.326993,0.427713,1.05891,1.77818,0.349197,0.423261,0.475384,0.697978,Protein coding
A930011G23Rik,17,0.256929,0.305024,0.3023,0.703942,0.581429,0.619302,0.676784,0.693882,0.5413,1.04434,1.00257,1.56974,Protein coding
A930038C07Rik,5,0.0347271,0.473624,2.22559,1.00913,0.0171548,0.0497881,0.0459463,0.057452,0.0565068,0.123354,0.337504,0.0844996,Protein coding
AA387883,16,0.00800268,0.0525493,0.051372,0.101438,0,0.0479645,0.32131,0.285346,0.0259089,0.0503848,0,0,Protein coding
AA408296,19,11.7572,11.3543,10.6402,9.59702,10.9891,11.194,8.68305,6.76014,8.66449,9.86052,8.71304,6.85927,Protein coding
AA987161,19,5.30687,5.94404,5.33132,3.04338,5.73694,5.75743,4.88228,2.62631,5.75075,6.61739,6.02175,3.8905,Protein coding
Aacs,14,32.3653,34.5003,45.2686,46.4161,22.7114,50.0837,66.7874,66.1901,23.7669,24.8027,34.2148,46.6149,Protein coding
Aars,18,32.4143,28.105,31.147,46.6084,33.4672,41.4641,50.0998,65.1901,31.0648,29.594,34.6386,57.4894,Protein coding
Aars2,8,9.34281,10.5244,12.3469,15.788,8.87145,9.95951,11.6271,13.8499,8.8108,9.99973,11.6778,14.6835,Protein coding
Aarsd1,18,27.4435,25.3548,24.5022,32.9313,20.0824,24.5522,29.955,43.7335,20.0472,20.1737,22.9307,39.011,Protein coding
Aasdh,19,6.28989,6.17401,5.24026,3.18767,6.60126,5.75966,5.09632,3.13574,5.53486,6.20444,5.15745,2.93871,Protein coding
Aatk,18,26.1317,31.2694,38.5463,41.0089,28.8995,32.6132,40.7507,48.1921,32.6269,35.5852,40.0988,38.9563,Protein coding
AB341556,15,85.605,72.7106,70.1367,91.0259,91.0603,76.6886,71.2721,77.5069,80.1214,61.3968,55.4008,61.1747,Protein coding
AB341654,19,35.5702,29.0249,22.7376,19.5957,36.4968,24.2362,18.6727,13.6732,30.7323,23.7065,19.8575,15.5066,Protein coding
AB346227,19,6.70598,7.47362,7.8406,3.76368,7.30825,7.04419,6.18542,2.46721,7.48136,8.22634,8.15193,4.08466,Protein coding
AB349695,19,46.5779,47.6249,47.3702,35.8621,50.2567,45.1944,42.0486,30.6075,55.6312,56.1032,52.2607,32.5486,Protein coding
Abat,9,1.18417,1.04407,1.45558,1.89273,3.30099,1.89043,4.58612,5.99954,3.22636,2.38503,3.59668,9.03676,Protein coding
Abca1,1,0.353142,0.818682,0.393999,0.345439,0.283706,0.125345,0.116594,0.10408,0.465916,0.723301,0.443704,0.263781,Protein coding
Abca3,18,25.2416,30.6353,34.6835,40.621,24.915,32.3454,40.4338,54.365,30.4852,31.6898,35.605,41.3467,Protein coding
Abca4,14,0.183676,0.242229,0.613998,0.96988,0.457788,0.359293,0.292461,0.264325,0.808163,0.909399,0.527496,0.313713,Protein coding
Abca5,15,4.52227,7.13952,7.77964,6.72241,3.16227,3.20132,3.5905,3.29193,3.87832,4.49074,4.79298,4.56551,Protein coding
Abca6,9,0.0167848,0.107223,0.187171,0.236674,0.0198831,0.0648385,0.0873235,0.171722,0.219985,0.288275,0.322662,0.524108,Protein coding
Abca7,11,7.87871,3.59538,4.38578,4.22753,10.6371,7.43549,6.86963,5.24408,7.95085,4.27155,5.88833,6.35315,Protein coding
Abca8a,6,0.0317168,0.439036,1.2686,1.10954,0.251697,0.913927,2.21475,1.90967,8.62861,9.89333,7.16602,6.06246,Protein coding
Abca8b,6,0.102796,0.105156,0.333609,0.231053,0.359026,0.34606,0.508907,0.323881,1.07746,1.24851,1.22207,1.32603,Protein coding
Abca9,16,0.0740182,0.790672,1.56067,1.24273,0.0233885,0.656413,2.33976,2.40784,0.434855,0.313062,0.512937,0.900177,Protein coding
Abcb1b,9,0.0804138,0.263311,0.312178,0.526809,0.246073,0.292279,0.499827,0.467125,0.29643,0.407976,0.68796,1.3541,Protein coding
Abcb6,18,16.385,16.1916,18.469,22.4249,14.9353,18.8867,20.3305,26.0233,11.9002,13.0431,14.6167,17.3886,Protein coding
Abcb7,19,8.18287,8.04993,5.66139,4.3066,10.2458,7.52746,6.404,5.90492,9.82685,8.6009,6.69902,5.42695,Protein coding
Abcb8,18,20.5173,18.996,21.6233,22.1764,21.692,23.2496,26.0431,30.7499,17.7948,16.6278,20.6133,22.4553,Protein coding
Abcb9,16,0.368624,0.779028,2.99984,7.60714,0.459292,1.12647,6.9959,15.6902,0.830602,0.881724,2.22057,7.40164,Protein coding
Abcc1,13,8.35237,6.36469,6.09823,6.32953,10.6804,7.93133,5.64046,5.09166,9.86619,10.0281,7.71405,8.04653,Protein coding
Abcc4,16,0.181601,0.229167,0.35117,0.301168,0.205075,0.314098,0.676504,0.642205,0.147807,0.237758,0.308446,0.339721,Protein coding
Abcc8,10,79.1415,36.4155,15.3396,6.87001,77.3103,15.1178,9.62574,10.6056,25.3886,29.7255,37.0297,23.3698,Protein coding
Abcd2,6,2.10005,1.42828,1.70938,2.3347,1.78958,1.0234,0.923156,1.47262,2.48411,3.10857,4.24867,3.5219,Protein coding
Abcd3,18,16.2644,18.4313,20.2548,22.6044,18.8999,20.7607,25.2873,32.7844,21.2821,22.5737,23.1347,27.0867,Protein coding
Abcd4,13,3.6611,3.99006,4.18437,2.66219,5.5308,3.61057,3.89914,2.32142,6.15804,5.50053,5.59958,3.37288,Protein coding
Abce1,18,35.2694,34.86,33.047,34.6884,28.0277,36.3576,37.5958,44.8084,24.5534,27.5653,31.1459,40.8027,Protein coding
Abcg1,12,2.19465,2.42656,1.88411,2.84056,4.01856,1.6102,1.67714,1.87196,4.99366,4.24003,3.79472,4.06988,Protein coding
Abcg2,12,5.91716,4.71032,3.57322,4.60466,10.4369,4.99163,5.47448,7.90756,7.07976,6.66478,8.20959,14.8518,Protein coding
